name	symbol	synonym	length	chromStart	chromEnd	strand	description	chrom	goterms	ecnums	kegg	pathways	cogs	pfams	operons
Rv1370c		Rv1370	327	1542928	1543255	-	transposase	chr					COG:L	PF01527.12	Rv1370c-Rv1370c
Rv1371			1470	1543358	1544828	+	conserved membrane protein	chr						PF00173.20	Rv1371-Rv1373
Rv1372			1182	1544824	1546006	+	conserved hypothetical protein	chr	GO:0016210	EC:2.3.1.74	KEGG:00941	PWY:PWY1F-FLAVSYN	COG:Q	PF00195.11,PF02797.7,PF08541.2	Rv1371-Rv1373
Rv1373			981	1546011	1546992	+	glycolipid sulfotransferase	chr						PF00685.19	Rv1371-Rv1373
Rv1374c		Rv1374	459	1547071	1547530	-	hypothetical protein	chr							Rv1374c-Rv1374c
Rv1375			1320	1547831	1549151	+	conserved hypothetical protein	chr					COG:S	PF02624.8	Rv1375-Rv1376
Rv1376			1494	1549147	1550641	+	conserved hypothetical protein	chr					COG:S	PF07812.4	Rv1375-Rv1376
Rv1377c		Rv1377	639	1550578	1551217	-	transferase	chr					COG:R,COG:Q	PF05724.3,PF08241.4,PF08242.4	Rv1377c-Rv1378c
Rv1378c		Rv1378	1428	1551227	1552655	-	conserved hypothetical protein	chr							Rv1377c-Rv1378c
Rv1379	pyrR		582	1552653	1553235	+	pyrimidine operon regulatory protein	chr		EC:2.4.2.9	KEGG:00240		COG:F	PF00156.19	pyrR-pyrF
Rv1380	pyrB		960	1553231	1554191	+	aspartate carbamoyltransferase	chr	GO:0004070	EC:2.1.3.2	KEGG:00240,KEGG:00252	PWY:PWY0-162	COG:F	PF00185.16,PF02729.13	pyrR-pyrF
Rv1381	pyrC		1293	1554187	1555480	+	dihydroorotase	chr	GO:0004151	EC:3.5.2.3	KEGG:00240	PWY:PWY0-162	COG:F	PF01979.12,PF07969.3	pyrR-pyrF
Rv1382			498	1555476	1555974	+	hypothetical exported protein	chr							pyrR-pyrF
Rv1383	carA		1131	1555970	1557101	+	carbamoyl-phosphate synthase small chain	chr	GO:0004088	EC:6.3.5.5	KEGG:00251,KEGG:00240	PWY:ARGSYNBSUB-PWY,PWY:PWY0-162	COG:E,COG:F	PF00117.20,PF00988.14	pyrR-pyrF
Rv1384	carB		3348	1557100	1560448	+	carbamoyl-phosphate synthase large chain	chr	GO:0004088	EC:6.3.5.5	KEGG:00251,KEGG:00240		COG:F,COG:E	PF00289.14,PF02142.14,PF02786.9,PF02787.11,PF08443.3	pyrR-pyrF
Rv1385	pyrF		825	1560444	1561269	+	orotidine 5-phosphate decarboxylase	chr	GO:0004590	EC:4.1.1.23	KEGG:00240	PWY:PWY0-162	COG:F	PF00215.16	pyrR-pyrF
Rv1386	PE15		309	1561463	1561772	+	PE family protein	chr						PF00934.12	PE15-PPE20
Rv1387	PPE20		1620	1561768	1563388	+	PPE family protein	chr						PF00823.11	PE15-PPE20
Rv1388	mihF		573	1563693	1564266	+	integration host factor	chr							mihF-mihF
Rv1389	gmk		627	1564400	1565027	+	guanylate kinase	chr	GO:0004385	EC:2.7.4.8	KEGG:00230	PWY:DENOVOPURINE2-PWY	COG:F	PF00625.13	gmk-gmk
Rv1390	rpoZ		333	1565092	1565425	+	DNA-directed RNA polymerase omega chain	chr	GO:0003899	EC:2.7.7.6	KEGG:03020,KEGG:02020,KEGG:00230,KEGG:00240		COG:K		rpoZ-dfp
Rv1391	dfp		1257	1565440	1566697	+	DNA/pantothenate metabolism flavoprotein	chr		EC:4.1.1.36,EC:6.3.2.5	KEGG:00770		COG:H	PF02441.11,PF04127.7	rpoZ-dfp
Rv1392	metK		1212	1566824	1568036	+	S-adenosylmethionine synthetase	chr	GO:0004478	EC:2.5.1.6	KEGG:00271,KEGG:00450	PWY:METHIONINE-DEG1-PWY,PWY:SAM-PWY,PWY:PWY-802	COG:H	PF00438.12,PF02772.8,PF02773.8	metK-metK
Rv1393c		Rv1393	1479	1568108	1569587	-	monooxygenase	chr					COG:P		Rv1393c-cyp132
Rv1394c	cyp132	Rv1394	1386	1569583	1570969	-	cytochrome P450 132	chr				PWY:P221-PWY	COG:Q	PF00067.14	Rv1393c-cyp132
Rv1395			1035	1571046	1572081	+	transcriptional regulator	chr						PF00165.15	Rv1395-Rv1395
Rv1396c	PE_PGRS25	Rv1396	1731	1572126	1573857	-	PE-PGRS family protein	chr						PF00934.12	PE_PGRS25-PE_PGRS25
Rv1397c		Rv1397	402	1574111	1574513	-	conserved hypothetical protein	chr					COG:R	PF01850.13	Rv1397c-Rv1398c
Rv1398c		Rv1398	258	1574509	1574767	-	conserved hypothetical protein	chr						PF01402.13	Rv1397c-Rv1398c
Rv1399c	lipH	Rv1399	960	1574849	1575809	-	lipase	chr					COG:I	PF07859.5	lipH-lipI
Rv1400c	lipI	Rv1400	963	1575833	1576796	-	lipase lipH	chr					COG:I	PF07859.5	lipH-lipI
Rv1401			603	1576929	1577532	+	membrane protein	chr					COG:S	PF07947.6	Rv1401-Rv1401
Rv1402	priA		1968	1577612	1579580	+	primosomal protein N	chr					COG:L		priA-priA
Rv1403c		Rv1403	825	1579597	1580422	-	methyltransferase	chr						PF01170.10,PF08241.4,PF08242.4	Rv1403c-Rv1403c
Rv1404			483	1580590	1581073	+	transcriptional regulator	chr					COG:K	PF01047.14	Rv1404-Rv1404
Rv1405c		Rv1405	825	1581144	1581969	-	methyltransferase	chr					COG:Q,COG:R	PF01170.10,PF01209.10,PF08241.4,PF08242.4	Rv1405c-Rv1405c
Rv1406	fmt		939	1582165	1583104	+	methionyl-tRNA formyltransferase	chr	GO:0004479	EC:2.1.2.9	KEGG:00970,KEGG:00670,KEGG:00271		COG:J	PF00551.11,PF02911.10	fmt-ribG
Rv1407	fmu		1374	1583100	1584474	+	SUN protein	chr		EC:2.1.1.-	KEGG:00150,KEGG:00130,KEGG:00906,KEGG:00380,KEGG:00350,KEGG:00440,KEGG:00450,KEGG:00340,KEGG:03090,KEGG:00626		COG:J	PF01029.10,PF01189.9	fmt-ribG
Rv1408	rpe		699	1584498	1585197	+	ribulose-phosphate 3-epimerase	chr	GO:0004750	EC:5.1.3.1	KEGG:00040,KEGG:00030,KEGG:00710	PWY:NONOXIPENT-PWY,PWY:P122-PWY	COG:G	PF00834.11	fmt-ribG
Rv1409	ribG		1020	1585193	1586213	+	riboflavin biosynthesis protein	chr		EC:3.5.4.26,EC:1.1.1.193	KEGG:00740	PWY:RIBOSYN2-PWY	COG:H,COG:H	PF00383.14,PF01872.9	fmt-ribG
Rv1410c		Rv1410	1557	1586209	1587766	-	aminoglycosides/tetracycline-transport membrane protein	chr						PF07690.8	Rv1410c-lprG
Rv1411c	lprG	Rv1411	711	1587771	1588482	-	lipoprotein	chr						PF07161.5	Rv1410c-lprG
Rv1412	ribC		606	1588566	1589172	+	riboflavin synthase alpha chain	chr	GO:0004746	EC:2.5.1.9	KEGG:00740	PWY:RIBOSYN2-PWY	COG:H	PF00677.9	ribC-ribC
Rv1413			516	1589385	1589901	+	conserved hypothetical protein	chr					COG:E		Rv1413-Rv1414
Rv1414			402	1589890	1590292	+	conserved hypothetical protein	chr					COG:E		Rv1413-Rv1414
Rv1415	ribA2		1278	1590396	1591674	+	riboflavin biosynthesis protein	chr		EC:3.5.4.25	KEGG:00740	PWY:RIBOSYN2-PWY	COG:H	PF00925.12,PF00926.11	ribA2-lprH
Rv1416	ribH		465	1591688	1592153	+	riboflavin synthase beta chain	chr	GO:0004746	EC:2.5.1.9	KEGG:00740	PWY:RIBOSYN2-PWY		PF00885.11	ribA2-lprH
Rv1417			465	1592149	1592614	+	conserved membrane protein	chr							ribA2-lprH
Rv1418	lprH		687	1592638	1593325	+	lipoprotein	chr							ribA2-lprH
Rv1419			474	1593504	1593978	+	hypothetical protein	chr						PF00652.14	Rv1419-Rv1419
Rv1420	uvrC		1941	1594041	1595982	+	excinuclease ABC subunit C	chr	GO:0003677,GO:0004518,GO:0006289,GO:0006281,GO:0005622				COG:L	PF00633.15,PF01541.16,PF02151.11,PF08459.3	uvrC-whiA
Rv1421			906	1595978	1596884	+	conserved hypothetical protein	chr					COG:R	PF03668.7	uvrC-whiA
Rv1422			1029	1596880	1597909	+	conserved hypothetical protein	chr						PF01933.10	uvrC-whiA
Rv1423	whiA		978	1597905	1598883	+	transcriptional regulator	chr					COG:S	PF02650.5	uvrC-whiA
Rv1424c		Rv1424	762	1598892	1599654	-	membrane protein	chr							Rv1424c-Rv1424c
Rv1425			1380	1599657	1601037	+	conserved hypothetical protein	chr						PF03007.8	Rv1425-Rv1425
Rv1426c	lipO	Rv1426	1263	1601058	1602321	-	esterase	chr					COG:I		lipO-Rv1428c
Rv1427c	fadD12	Rv1427	1608	1602320	1603928	-	long-chain fatty-acid-CoA ligase	chr	GO:0004467	EC:6.2.1.3	KEGG:04920,KEGG:00071,KEGG:03320	PWY:P221-PWY	COG:I,COG:Q	PF00501.20	lipO-Rv1428c
Rv1428c		Rv1428	828	1603931	1604759	-	conserved hypothetical protein	chr					COG:I	PF01553.13	lipO-Rv1428c
Rv1429			1269	1604877	1606146	+	conserved hypothetical protein	chr					COG:Q,COG:T		Rv1429-Rv1429
Rv1430	PE16		1587	1606385	1607972	+	PE family protein	chr						PF00934.12,PF08237.3	PE16-PE16
Rv1431			1770	1608082	1609852	+	conserved membrane protein	chr							Rv1431-Rv1432
Rv1432			1422	1609848	1611270	+	dehydrogenase	chr	GO:0016491,GO:0006118				COG:Q	PF01266.16	Rv1431-Rv1432
Rv1433			816	1611433	1612249	+	hypothetical exported protein	chr					COG:S	PF03734.5	Rv1433-Rv1434
Rv1434			138	1612255	1612393	+	hypothetical protein	chr							Rv1433-Rv1434
Rv1435c		Rv1435	609	1612341	1612950	-	conserved glycine, proline and valine-rich secreted protein	chr							Rv1435c-Rv1435c
Rv1436	gap		1020	1613306	1614326	+	glyceraldehyde 3-phosphate dehydrogenase	chr	GO:0004365	EC:1.2.1.12	KEGG:00010	PWY:GLYCOLYSIS,PWY:GLUCONEO-PWY,PWY:P81-PWY,PWY:P122-PWY	COG:G	PF00044.16,PF02800.12	gap-tpi
Rv1437	pgk		1239	1614328	1615567	+	phosphoglycerate kinase	chr	GO:0004618	EC:2.7.2.3	KEGG:00010,KEGG:00710	PWY:GLYCOLYSIS,PWY:GLUCONEO-PWY,PWY:P81-PWY,PWY:P122-PWY		PF00162.11	gap-tpi
Rv1438	tpi		786	1615563	1616349	+	triosephosphate isomerase	chr	GO:0004807	EC:5.3.1.1	KEGG:00051,KEGG:00010,KEGG:00710,KEGG:00031	PWY:GLYCOLYSIS	COG:G	PF00121.10	gap-tpi
Rv1439c		Rv1439	426	1616960	1617386	-	hypothetical protein	chr						PF07366.4	Rv1439c-Rv1439c
Rv1440	secG		234	1617836	1618070	+	protein-export membrane protein translocase subunit	chr	GO:0015450,GO:0009306,GO:0016021					PF03840.6	secG-secG
Rv1441c	PE_PGRS26	Rv1441	1476	1618208	1619684	-	PE-PGRS family protein	chr						PF00934.12	PE_PGRS26-PE_PGRS26
Rv1442	bisC		2301	1619790	1622091	+	biotin sulfoxide reductase	chr	GO:0016491,GO:0030151	EC:1.-.-.-	KEGG:00031,KEGG:00860,KEGG:00906,KEGG:04210	PWY:ANARESPACC-PWY	COG:C	PF00384.14,PF01568.13	bisC-bisC
Rv1443c		Rv1443	486	1622206	1622692	-	hypothetical protein	chr					COG:S		Rv1443c-Rv1443c
Rv1444c		Rv1444	411	1623286	1623697	-	hypothetical protein	chr							Rv1444c-opcA
Rv1445c	devB	Rv1445	744	1623713	1624457	-	6-phosphogluconolactonase	chr	GO:0017057	EC:3.1.1.31	KEGG:00030	PWY:P122-PWY,PWY:OXIDATIVEPENT-PWY	COG:G	PF01182.12	Rv1444c-opcA
Rv1446c	opcA	Rv1446	912	1624453	1625365	-	oxpp cycle protein	chr					COG:G		Rv1444c-opcA
Rv1447c	zwf2	Rv1447	1545	1625417	1626962	-	glucose-6-phosphate 1-dehydrogenase	chr	GO:0004345	EC:1.1.1.49	KEGG:00030,KEGG:00480	PWY:P122-PWY,PWY:OXIDATIVEPENT-PWY		PF00479.14,PF02781.8	zwf2-tkt
Rv1448c	tal	Rv1448	1122	1626958	1628080	-	transaldolase	chr	GO:0004801	EC:2.2.1.2	KEGG:00030	PWY:NONOXIPENT-PWY		PF00923.11	zwf2-tkt
Rv1449c	tkt	Rv1449	2103	1628096	1630199	-	transketolase	chr	GO:0004802	EC:2.2.1.1	KEGG:00710,KEGG:01051,KEGG:00030	PWY:NONOXIPENT-PWY,PWY:DRIBOPMET-PWY,PWY:RIBOKIN-PWY	COG:G	PF00456.13,PF02779.16,PF02780.12	zwf2-tkt
Rv1450c	PE_PGRS27	Rv1450	3990	1630637	1634627	-	PE-PGRS family protein	chr						PF00934.12,PF07054.3	PE_PGRS27-PE_PGRS27
Rv1451	ctaB		927	1635028	1635955	+	cytochrome C oxidase assembly factor	chr					COG:O	PF01040.10	ctaB-ctaB
Rv1452c	PE_PGRS28	Rv1452	2226	1636003	1638229	-	PE-PGRS family protein	chr						PF00934.12	PE_PGRS28-PE_PGRS28
Rv1453			1266	1638380	1639646	+	transcriptional activator	chr					COG:T,COG:K,COG:Q,COG:T		Rv1453-Rv1453
Rv1454c	qor	Rv1454	987	1639673	1640660	-	quinone reductase	chr		EC:1.6.5.5			COG:R,COG:C	PF00107.18,PF08240.4	qor-qor
Rv1455			864	1640679	1641543	+	conserved hypothetical protein	chr							Rv1455-Rv1455
Rv1456c		Rv1456	933	1641492	1642425	-	antibiotic-transport membrane ABC transporter	chr					COG:O	PF02628.7	Rv1456c-Rv1456c
Rv1457c		Rv1457	786	1642536	1643322	-	antibiotic-transport membrane ABC transporter	chr						PF01061.16	Rv1457c-Rv1458c
Rv1458c		Rv1458	942	1643318	1644260	-	antibiotic-transport ATP-binding protein ABC transporter	chr					COG:V	PF00005.19	Rv1457c-Rv1458c
Rv1459c		Rv1459	1776	1644362	1646138	-	conserved membrane protein	chr							Rv1459c-Rv1459c
Rv1460			807	1646185	1646992	+	transcriptional regulator	chr					COG:K	PF01022.12,PF08279.4	Rv1460-Rv1466
Rv1461			2541	1646988	1649529	+	conserved hypothetical protein	chr					COG:L	PF01458.9	Rv1460-Rv1466
Rv1462			1194	1649525	1650719	+	conserved hypothetical protein	chr	GO:0003674					PF01458.9	Rv1460-Rv1466
Rv1463			801	1650715	1651516	+	ABC transporter ATP-binding protein	chr	GO:0016887,GO:0005524				COG:O	PF00005.19	Rv1460-Rv1466
Rv1464	csd		1254	1651517	1652771	+	cysteine desulfurase	chr	GO:0031071	EC:2.8.1.7	KEGG:00730		COG:E	PF00266.11	Rv1460-Rv1466
Rv1465			489	1652767	1653256	+	nitrogen fixation related protein	chr					COG:C	PF01592.8	Rv1460-Rv1466
Rv1466			348	1653230	1653578	+	conserved hypothetical protein	chr						PF01883.11	Rv1460-Rv1466
Rv1467c	fadE15	Rv1467	1830	1653672	1655502	-	acyl-CoA dehydrogenase	chr	GO:0003995	EC:1.3.99.3	KEGG:03320,KEGG:00280,KEGG:00640,KEGG:00410,KEGG:00071	PWY:FAO-PWY	COG:I	PF00441.16,PF02770.11	fadE15-fadE15
Rv1468c	PE_PGRS29	Rv1468	1113	1655608	1656721	-	PE-PGRS family protein	chr						PF00934.12	PE_PGRS29-PE_PGRS29
Rv1469	ctpD		1974	1656962	1658936	+	cation transporter P-type ATPase D	chr		EC:3.6.3.4,EC:3.6.3.3,EC:3.6.3.5			COG:P	PF00122.12,PF00702.18	ctpD-ctpD
Rv1470	trxA		375	1658979	1659354	+	thioredoxin	chr					COG:C,COG:O	PF00085.12	trxA-Rv1473
Rv1471	trxB1		372	1659369	1659741	+	thioredoxin	chr					COG:O,COG:C	PF00085.12	trxA-Rv1473
Rv1472	echA12		858	1659762	1660620	+	enoyl-CoA hydratase	chr				PWY:ILEUDEG-PWY,PWY:ILEU-DEG2-PWY	COG:I	PF00378.12	trxA-Rv1473
Rv1473			1629	1660655	1662284	+	macrolide-transport ATP-binding protein ABC transporter	chr					COG:R	PF00005.19	trxA-Rv1473
Rv1473A			192	1662380	1662572	+	transcriptional regulator	chr							Rv1473A-Rv1473A
Rv1474c		Rv1474	564	1662640	1663204	-	transcriptional regulator	chr					COG:K	PF00440.15	Rv1474c-acn
Rv1475c	acn	Rv1475	2832	1663214	1666046	-	iron-regulated aconitate hydratase	chr	GO:0003994	EC:4.2.1.3	KEGG:00020,KEGG:00720,KEGG:00630	PWY:GLYOXYLATE-BYPASS,PWY:ANARESP1-PWY,PWY:TCA,PWY:P106-PWY	COG:C	PF00330.12,PF00694.11	Rv1474c-acn
Rv1476			561	1666203	1666764	+	membrane protein	chr							Rv1476-Rv1476
Rv1477			1419	1666989	1668408	+	invasion-associated protein	chr					COG:M	PF00877.11	Rv1477-Rv1478
Rv1478			726	1668418	1669144	+	invasion-associated protein	chr					COG:M	PF00877.11	Rv1477-Rv1478
Rv1479	moxR1		1134	1669282	1670416	+	transcriptional regulator	chr					COG:R	PF07726.3,PF07728.6	moxR1-Rv1481
Rv1480			954	1670412	1671366	+	conserved hypothetical protein	chr					COG:R		moxR1-Rv1481
Rv1481			1008	1671376	1672384	+	membrane protein	chr						PF00092.20	moxR1-Rv1481
Rv1482c		Rv1482	843	1672456	1673299	-	conserved hypothetical protein	chr							Rv1482c-Rv1482c
Rv1483	fabG1		744	1673439	1674183	+	3-oxoacyl-[acyl-carrier protein] reductase	chr	GO:0004316	EC:1.1.1.100	KEGG:00061	PWY:UNSAT-FA-ELONG-PWY,PWY:FASYN-ELONG-PWY	COG:I,COG:R,COG:Q	PF00106.17,PF01370.13,PF08659.2	fabG1-hemZ
Rv1484	inhA		810	1674201	1675011	+	NADH-dependent enoyl-[acyl-carrier-protein] reductase	chr	GO:0004318	EC:1.3.1.9	KEGG:00061	PWY:FASYN-ELONG-PWY	COG:I		fabG1-hemZ
Rv1485	hemZ		1035	1675016	1676051	+	ferrochelatase	chr	GO:0004325	EC:4.99.1.1	KEGG:00860	PWY:HEMESYN2-PWY		PF00762.11	fabG1-hemZ
Rv1486c		Rv1486	867	1676016	1676883	-	conserved hypothetical protein	chr							Rv1486c-Rv1486c
Rv1487			435	1676940	1677375	+	conserved membrane protein	chr					COG:O,COG:U	PF01957.10	Rv1487-Rv1489A
Rv1488			1146	1677396	1678542	+	conserved hypothetical protein	chr					COG:O	PF01145.17	Rv1487-Rv1489A
Rv1489			357	1678551	1678908	+	conserved hypothetical protein	chr							Rv1487-Rv1489A
Rv1489A			231	1678941	1679172	+	conserved hypothetical protein	chr							Rv1487-Rv1489A
Rv1490			1308	1679321	1680629	+	membrane protein	chr							Rv1490-Rv1490
Rv1491c		Rv1491	759	1681207	1681966	-	conserved membrane protein	chr					COG:S	PF09335.3	Rv1491c-Rv1491c
Rv1492	mutA		1848	1682156	1684004	+	methylmalonyl-CoA mutase small subunit	chr				PWY:PWY0-43,PWY:METHIONINE-DEG1-PWY	COG:I	PF01642.14	mutA-Rv1496
Rv1493	mutB		2253	1684004	1686257	+	methylmalonyl-CoA mutase large subunit	chr	GO:0004494	EC:5.4.99.2	KEGG:00640,KEGG:00280	PWY:PWY0-43,PWY:METHIONINE-DEG1-PWY	COG:I	PF01642.14,PF02310.11	mutA-Rv1496
Rv1494			303	1686270	1686573	+	hypothetical protein	chr							mutA-Rv1496
Rv1495			318	1686569	1686887	+	conserved hypothetical protein	chr					COG:T	PF02452.9	mutA-Rv1496
Rv1496			1005	1686883	1687888	+	arginine/ornithine transport system ATPase	chr					COG:E	PF03308.8	mutA-Rv1496
Rv1497	lipL		1290	1687940	1689230	+	esterase	chr					COG:V	PF00144.16	lipL-lipL
Rv1498A			213	1690133	1690346	-	conserved hypothetical protein	chr					COG:S	PF07311.4	Rv1498A-Rv1498A
Rv1498c		Rv1498	618	1689302	1689920	-	methyltransferase	chr					COG:Q,COG:R	PF08241.4,PF08242.4	Rv1498c-Rv1498c
Rv1499			399	1690406	1690805	+	hypothetical protein	chr							Rv1499-Rv1499
Rv1500			1029	1690849	1691878	+	glycosyltransferase	chr					COG:M	PF00535.18	Rv1500-Rv1501
Rv1501			822	1691889	1692711	+	conserved hypothetical protein	chr					COG:Q	PF05721.5	Rv1500-Rv1501
Rv1502			900	1692923	1693823	+	hypothetical protein	chr							Rv1502-Rv1502
Rv1503c		Rv1503	549	1693995	1694544	-	conserved hypothetical protein	chr					COG:M		Rv1503c-Rv1504c
Rv1504c		Rv1504	600	1694544	1695144	-	conserved hypothetical protein	chr					COG:M	PF01041.9	Rv1503c-Rv1504c
Rv1505c		Rv1505	666	1695280	1695946	-	conserved hypothetical protein	chr					COG:R	PF00132.16	Rv1505c-Rv1506c
Rv1506c		Rv1506	501	1695942	1696443	-	hypothetical protein	chr							Rv1505c-Rv1506c
Rv1507A			504	1697355	1697859	+	hypothetical protein	chr							Rv1507A-Rv1507A
Rv1507c		Rv1507	696	1696726	1697422	-	conserved hypothetical protein	chr						PF08889.3	Rv1507c-Rv1507c
Rv1508A			363	1699865	1700228	+	conserved hypothetical protein	chr					COG:M		Rv1508A-Rv1509
Rv1508c		Rv1508	1800	1698094	1699894	-	membrane protein	chr							Rv1508c-Rv1508c
Rv1509			882	1700211	1701093	+	hypothetical protein	chr						PF08241.4,PF08242.4	Rv1508A-Rv1509
Rv1510			1299	1701294	1702593	+	conserved membrane protein	chr							Rv1510-Rv1510
Rv1511	gmdA		1023	1703073	1704096	+	GDP-D-mannose dehydratase	chr				PWY:GDPRHAMSYN-PWY,PWY:COLANSYN-PWY	COG:M	PF01370.13,PF04321.9	gmdA-Rv1513
Rv1512	epiA		969	1704092	1705061	+	nucleotide-sugar epimerase	chr				PWY:COLANSYN-PWY	COG:G,COG:M	PF01370.13,PF04321.9	gmdA-Rv1513
Rv1513			732	1705057	1705789	+	conserved hypothetical protein	chr							gmdA-Rv1513
Rv1514c		Rv1514	789	1705806	1706595	-	conserved hypothetical protein	chr					COG:M	PF00535.18	Rv1514c-Rv1516c
Rv1515c		Rv1515	897	1706629	1707526	-	conserved hypothetical protein	chr							Rv1514c-Rv1516c
Rv1516c		Rv1516	1011	1707528	1708539	-	sugar transferase	chr					COG:M	PF00535.18	Rv1514c-Rv1516c
Rv1517			765	1708870	1709635	+	conserved membrane protein	chr							Rv1517-Rv1518
Rv1518			960	1709643	1710603	+	conserved hypothetical protein	chr					COG:M	PF00535.18	Rv1517-Rv1518
Rv1519			270	1710732	1711002	+	conserved hypothetical protein	chr							Rv1519-Rv1520
Rv1520			1041	1711027	1712068	+	sugar transferase	chr					COG:M	PF00535.18	Rv1519-Rv1520
Rv1521	fadD25		1752	1712301	1714053	+	fatty-acid-CoA ligase	chr				PWY:P221-PWY	COG:Q,COG:I	PF00501.20	fadD25-fadD25
Rv1522c	mmpL12	Rv1522	3441	1714171	1717612	-	transmembrane transport protein	chr					COG:R	PF03176.7	mmpL12-mmpL12
Rv1523			1044	1717652	1718696	+	methyltransferase	chr				PWY:CODH-PWY	COG:Q,COG:R	PF08241.4,PF08242.4	Rv1523-Rv1524
Rv1524			1245	1718725	1719970	+	glycosyltransferase	chr					COG:C,COG:G	PF03033.12	Rv1523-Rv1524
Rv1525	wbbL2		786	1720016	1720802	+	rhamnosyl transferase	chr					COG:R		wbbL2-wbbL2
Rv1526c		Rv1526	1281	1720779	1722060	-	glycosyltransferase	chr					COG:G,COG:C	PF03033.12	Rv1526c-pks5
Rv1527c	pks5	Rv1527	6327	1722082	1728409	-	polyketide synthase	chr					COG:Q	PF00106.17,PF00107.18,PF00109.18,PF00550.17,PF00698.13,PF02801.14,PF08240.4,PF08659.2	Rv1526c-pks5
Rv1528c	papA4	Rv1528	498	1728952	1729450	-	polyketide synthase associated protein	chr							papA4-papA4
Rv1529	fadD24		1755	1729501	1731256	+	fatty-acid-CoA ligase	chr					COG:I,COG:Q	PF00501.20	fadD24-fadD24
Rv1530	adh		1104	1731372	1732476	+	alcohol dehydrogenase	chr					COG:R,COG:E	PF00107.18,PF08240.4	adh-Rv1531
Rv1531			567	1732472	1733039	+	conserved hypothetical protein	chr					COG:S	PF02627.12	adh-Rv1531
Rv1532c		Rv1532	435	1733115	1733550	-	conserved hypothetical protein	chr					COG:Q	PF03061.14	Rv1532c-Rv1532c
Rv1533			1128	1733609	1734737	+	conserved hypothetical protein	chr					COG:R	PF03060.7	Rv1533-Rv1534
Rv1534			678	1734733	1735411	+	transcriptional regulator	chr					COG:K	PF00440.15	Rv1533-Rv1534
Rv1535			237	1735975	1736212	+	hypothetical protein	chr							Rv1535-Rv1535
Rv1536	ileS		3126	1736518	1739644	+	isoleucyl-tRNA synthetase	chr	GO:0004822	EC:6.1.1.5	KEGG:00290,KEGG:00970	PWY:TRNA-CHARGING-PWY	COG:J	PF00133.14,PF08264.5,PF09334.3	ileS-ileS
Rv1537	dinX		1392	1739855	1741247	+	DNA polymerase IV	chr	GO:0003887	EC:2.7.7.7	KEGG:00230,KEGG:03030,KEGG:00240		COG:L	PF00817.12	dinX-dinX
Rv1538c	ansA	Rv1538	981	1741211	1742192	-	L-aparaginase	chr	GO:0004067	EC:3.5.1.1	KEGG:00252,KEGG:00460,KEGG:00910	PWY:ASPARAGINE-DEG1-PWY		PF00710.12	ansA-ansA
Rv1539	lspA		609	1742243	1742852	+	lipoprotein signal peptidase	chr		EC:3.4.23.36			COG:U,COG:M	PF01252.10	lspA-Rv1540
Rv1540			927	1742844	1743771	+	conserved hypothetical protein	chr		EC:4.2.1.70	KEGG:00240		COG:J	PF00849.14,PF01479.17	lspA-Rv1540
Rv1541c	lprI	Rv1541	594	1743777	1744371	-	lipoprotein	chr					COG:S		lprI-lprI
Rv1542c	glbN	Rv1542	411	1744425	1744836	-	hemoglobin	chr						PF01152.13	glbN-glbN
Rv1543			1026	1745063	1746089	+	fatty-acyl-CoA reductase	chr					COG:R,COG:I,COG:Q	PF00106.17,PF08659.2	Rv1543-Rv1545
Rv1544			804	1746093	1746897	+	ketoacyl reductase	chr					COG:R	PF00106.17,PF08659.2	Rv1543-Rv1545
Rv1545			228	1746918	1747146	+	hypothetical protein	chr							Rv1543-Rv1545
Rv1546			432	1747194	1747626	+	conserved hypothetical protein	chr							Rv1546-Rv1546
Rv1547	dnaE1		3555	1747693	1751248	+	DNA polymerase III alpha chain	chr	GO:0003887	EC:2.7.7.7	KEGG:03030,KEGG:00240,KEGG:00230		COG:L	PF01336.17,PF02811.11,PF07733.4	dnaE1-dnaE1
Rv1548c	PPE21	Rv1548	2037	1751296	1753333	-	PPE family protein	chr					COG:N	PF00823.11,PF01469.10	PPE21-PPE21
Rv1549	fadD11.1		528	1753509	1754037	+	fatty-acid-CoA ligase fadD11_1	chr					COG:I		fadD11.1-plsB1
Rv1550	fadD11		1716	1753715	1755431	+	fatty-acid-CoA ligase	chr				PWY:FAO-PWY	COG:I	PF00501.20	fadD11.1-plsB1
Rv1551	plsB1		1866	1755444	1757310	+	acyltransferase	chr	GO:0004366	EC:2.3.1.15	KEGG:00561,KEGG:00564		COG:I	PF01553.13	fadD11.1-plsB1
Rv1552	frdA		1752	1757680	1759432	+	fumarate reductase flavoprotein subunit	chr	GO:0000104	EC:1.3.99.1	KEGG:02020,KEGG:00190,KEGG:00650,KEGG:00020,KEGG:00720,KEGG:00632		COG:C	PF00890.16,PF02910.12,PF07992.6	frdA-frdD
Rv1553	frdB		744	1759434	1760178	+	fumarate reductase iron-sulfur subunit	chr	GO:0000104	EC:1.3.99.1	KEGG:00720,KEGG:00020,KEGG:00632,KEGG:02020,KEGG:00650,KEGG:00190		COG:C	PF00037.19	frdA-frdD
Rv1554	frdC		381	1760174	1760555	+	fumarate reductase membrane anchor subunit	chr	GO:0016020,GO:0006118					PF02300.9	frdA-frdD
